pipeline,id,question,gold_answer,model_answer,latency_sec
graph_llama,Q11,What are the consequences of an inadequate cybersecurity strategy for SMBs?,"Inadequate cybersecurity strategies make SMBs vulnerable to reputational damage, financial and legal consequences, and risk business insolvency [1-s2.0-S0167404824003316-main.pdf].","Australian small businesses (SMBs) lack cybersecurity monitoring tools and capabilities, and they also lack cybersecurity knowledge despite general awareness. This inadequacy can lead to heightened cybersecurity risks due to increased digitalization. SMBs are also responsible for adopting cybersecurity frameworks, but 17% of them do not know about any cybersecurity frameworks, and 47% feel there isn’t enough information on cybersecurity. As a result, SMBs are more vulnerable to cybersecurity threats and vulnerabilities.",14.311157703399658
graph_llama,Q12,"According to the ISM, what action should system owners take after a system is defined and controls are selected but before it is granted authorization to operate?","System owners should implement controls for the system and its operating environment, and the details of their actual implementation should be documented in the system’s system security plan annex.","I do not have enough information from the knowledge graph to answer this question. However, Australian small businesses that experienced cyber-attacks were most commonly due to phishing, which is a type of social engineering attack. This type of attack is often caused by a lack of competence in employees, making them vulnerable to such attacks. Therefore, it is recommended that system owners take action to educate and train their employees to prevent phishing attacks.",14.276931047439575
graph_llama,Q13,What is the importance of having an IT asset inventory in a business?,"Maintaining an IT asset inventory facilitates efficient tracking and awareness of the technology endpoints present in the business, and its absence hinders efficient management and protection of resources [291, 1-s2.0-S0167404824003316-main.pdf].","Having an IT asset inventory is crucial for Australian small businesses as it enables them to understand and prioritise their critical assets, systems, and data. This is in line with the NIST Cybersecurity Framework's Identify Function, which requires businesses to identify and categorise their assets. By doing so, businesses can better protect their most valuable assets and reduce the risk of cyber threats. This is essential for maintaining the confidentiality, integrity, and availability of their data.",14.064172267913818
graph_llama,Q14,"What are the risks associated with outsourcing cloud services, according to the Information Security Manual (ISM)?",Outsourced cloud services may be located offshore and subject to lawful and covert data collection without their customers’ knowledge.,"I do not have enough information from the knowledge graph to answer this question. Australian SMBs --RELATED_TO--> Knowledge of cyber security risks is low, and SME Director --RESPONSIBLE_FOR--> Oversight of cyber security risks. Cyber supply chain risk management activities --REQUIRES--> Identifying jurisdictional, governance, privacy and security risks, but there is no specific information about outsourcing cloud services. Increased digitalization --CAUSES--> Heightens cybersecurity risks, and SMEs --REQUIRES--> Investment in dedicated IT support or outsourcing.",14.084363222122192
graph_llama,Q15,What measure does the ACSC recommend staff take when receiving payment requests or bank detail changes via email?,"The most effective mitigation measure is to call the sender using independently verified contact details to confirm the request is legitimate, and not to use the contact details sent in the potentially fraudulent email.","I do not have enough information from the knowledge graph to answer this question. Australian small businesses --REQUIRES--> Reading ACSC resources on website security, but there is no information about the ACSC's advice on email security. SMEs --RELATED_TO--> Prioritise business growth over security measures, but this does not provide information about email security. There is no information about the ACSC's advice on email security.",14.058631658554077
graph_llama,Q16,What two key components make up the Adaptive Positive and Negative weight Comparison Decoding (PNCD) strategy?,"The PNCD strategy consists of a penalty factor designed to reduce the negative impact of non-expert context, and a dynamic uncertainty enhancement factor designed to enhance the positive contribution of expert context.",I do not have enough information from the knowledge graph to answer this question. Australian small businesses are not mentioned in the given facts. The Australian Government is responsible for co-designing supply chain principles for decision makers and suppliers. There is no information about the PNCD strategy.,14.039058685302734
graph_llama,Q17,What problem does the PNCD framework aim to address in the medical domain for LLMs?,"The PNCD framework focuses on the problem of hallucination under the influence of noisy text environments for LLMs, and investigates the model's ability to cope with hallucination and complex text processing.","Australian small businesses are especially vulnerable to cyber security threats and lack the time, resources, and expertise to implement effective security measures. They are intimidated by technical jargon and overwhelmed by the steps to take, leading to low confidence in their ability to identify and respond to cyber threats. To address this, the Australian Cyber Security Centre (ACSC) recommends multi-factor authentication as a basic security measure. This can help mitigate cyber criminals accessing online accounts and applications.",14.90853214263916
graph_llama,Q18,"What AI model was identified as the most potent for formulating cyber security policies for SMEs, according to one source?",The GPT-4 model was identified as the most potent AI model for formulating cyber security policies for SMEs [2306.02612v1 (1).pdf].,The GPT-4 model was identified as the most potent AI model for formulating cyber security policies for SMEs. I do not have enough information from the knowledge graph to provide further details on this topic. The GPT-4 model is the only AI model mentioned in the knowledge graph in relation to SMEs and cyber security policies. It is not specified how the GPT-4 model was identified as the most potent.,14.067739248275757
graph_llama,Q19,What is the purpose of the RAG framework within the PNCD decoding strategy?,"RAG technology is the core mechanism supporting the collaborative work between expert and non-expert LLMs, constructing authoritative knowledge bases and adversarial noise bases via retrieval.","I do not have enough information from the knowledge graph to answer this question. 17% of SMBs did not know about any cybersecurity frameworks, and the most known cybersecurity framework among SMB respondents is the NIST CSF, which is related to the ASD’s Essential Eight and ISO 27001. Employees and owners (SMEs) are the main actors within the critical steps in recognizing, responding to and recovering from cyber-attack. SMBs are responsible for adopting cybersecurity frameworks, such as the Essential Eight.",14.056051254272461
graph_llama,Q20,What are the three principal optimization paradigms established for LLM refinement?,"The three principal optimization paradigms for LLM refinement are Parameter-efficient fine-tuning (e.g., P-tuning and LoRA), Knowledge enhancement strategies (e.g., RAG and knowledge distillation), and Prompt engineering.","I do not have enough information from the knowledge graph to answer this question. The Cyber Wardens program aims to train 50,000 Cyber Wardens across Australia over the next three years. This program is related to the Train 50,000 Cyber Wardens across Australia over the next three years goal. No information is available about optimization paradigms for LLM refinement.",14.04773759841919
graph_llama,Q21,What is the main finding regarding cyber threat perception among SMBs in the Western Australia study?,"Factors such as organizational size, industry sector, and revenue level did not significantly impact SMBs’ perception of vulnerability to cyber threats.","I do not have enough information from the knowledge graph to answer this question. Employees and owners (SMEs) are the main actors within the critical steps in recognizing, responding to and recovering from cyber-attack. LLMs are related to concerns regarding data privacy and ethics. There is no information about a Western Australia study or cyber threat perception among SMBs.",14.035695552825928
graph_llama,Q22,"What is Ransomware, and how does it usually demand payment?","Ransomware is a common and dangerous type of malware that locks up or encrypts files, demanding a ransom, usually in the form of cryptocurrency, to restore access.","Ransomware is a type of cyber extortion that requires a ransomware playbook for preparation and response. It is often related to phishing, which is a common understood risk. Businesses may be hesitant to report ransomware incidents due to 'no-fault' and 'no-liability' protection principles, which can have a major impact on their confidence. Automation of backups can lead to quicker recovery after a ransomware cyber incident.",14.029161930084229
graph_llama,Q23,What specific information does Engineers Australia suggest should be reported regarding ransomware incidents?,"Engineers Australia supports reporting the scope of the attack, the timeframe under which it happened, the entry point, the type of attack, and what data was targeted.",I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question.,14.114751100540161
graph_llama,Q24,What are the typical barriers that small businesses face when trying to improve their cyber security culture?,"Barriers include not knowing where to begin, feeling intimidated by technical jargon, overwhelmed by not knowing what steps to take, and doubting that they have the time, resources, or digital literacy.","The revision of the 2020 Cyber Security Strategy specifically considers barriers to small businesses improving cyber security. However, the knowledge graph does not provide information on the typical barriers that small businesses face when trying to improve their cyber security culture. I do not have enough information from the knowledge graph to answer this question. The revision of the 2020 Cyber Security Strategy does not mention specific barriers to small businesses improving cyber security culture.",14.033138990402222
graph_llama,Q25,What mitigating measure can be taken to prevent staff from neglecting to collect printed sensitive documents from Multifunction Devices (MFDs)?,"MFDs should implement authentication measures that are of the same strength as used for other devices on the same network, such as requiring multi-factor authentication if user workstations require it.","I do not have enough information from the knowledge graph to answer this question. Australian Privacy Principle 11 (APP 11) --REQUIRES--> Active measures to ensure the security of personal information, but it does not specify a measure to prevent staff from neglecting to collect printed sensitive documents from MFDs. SMEs --RELATED_TO--> Prioritise business growth over security measures, which may lead to neglecting security measures, but this does not provide a solution to the problem. ASD Essential Eight --RELATED_TO--> A useful benchmark to measure the cyber security posture, but it does not address the specific issue of staff neglecting to collect printed sensitive documents.",14.294635534286499
graph_llama,Q26,What key vulnerability arises when small businesses rely heavily on outsourced IT arrangements for cybersecurity?,Outsourcing may lead to gaps in the owner’s cyber security knowledge about which security measures are actually being implemented to protect their business.,"Small business owners/CEOs and employees underestimate their vulnerability to cyber threats. AI, ML, and LLMs mitigate the increased vulnerability of Australian SMEs to cyber threats. However, lack of competence in employees causes vulnerability to social engineering attacks like phishing. Therefore, a key vulnerability arises when small businesses rely heavily on outsourced IT arrangements for cybersecurity.",14.07627010345459
graph_llama,Q27,What should small businesses do with their devices before selling or disposing of them?,"Devices should be reset, likely through a factory reset, before selling or disposing of business devices.","Small businesses should regularly scan their devices with security software to ensure they are protected from cyber threats. This is because cybercriminals target devices and services in your network, and ransomware/viruses target backup devices. Additionally, devices should only have access to what they need for their role to prevent unauthorized access. By taking these precautions, small businesses can mitigate the risk to their devices and protect their business.",14.048545837402344
graph_llama,Q28,"Who is responsible for implementing the six-step risk management framework, including defining the system and selecting controls, for each system according to the ISM?",System owners are responsible for the implementation of the six-step risk management framework for each of their systems.,"I do not have enough information from the knowledge graph to answer this question. Australian small businesses that experience cyber-attacks are most likely due to phishing, which is the most prevalent type of cyber-attack. This is because the lack of competence in employees causes vulnerability to social engineering attacks like phishing. The knowledge graph does not provide information about the six-step risk management framework or the ISM.",14.264475345611572
graph_llama,Q29,Why is Multi-factor Authentication (MFA) prioritised for financial and email accounts in small businesses?,MFA is prioritised for financial and email accounts for maximum effect because it is one of the most effective ways to protect valuable information and accounts.,"Australian Small Businesses prioritise Multi-factor Authentication (MFA) for financial and email accounts because they REQUIRES it. Administrative accounts, which often access financial and email services, --REQUIRES--> Strong passphrase or multi-factor authentication. This ensures that access to sensitive information is secure. Ransomware, a significant threat to SMBs, --REQUIRES--> Require multi-factor authentication to access services.",14.05246353149414
graph_llama,Q30,What should be done with at least one backup of important data to protect against natural disasters or theft?,"At least one backup should always be kept disconnected from the device, preferably at an offsite location, in case of natural disasters or theft.",I do not have enough information from the knowledge graph to answer this question. SMEs (Australia and New Zealand) --TARGETS--> Cybercrime (at least once in every 10 minutes in Australia). I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question.,14.022606611251831
graph_llama,Q31,What kind of cyber threat information will the ACSC provide to major telecommunications providers to help block threats at scale?,"The ACSC will provide information about known malicious websites, malware, phishing campaigns, and online scams to boost providers’ ability to block threats at scale.","I do not have enough information from the knowledge graph to answer this question. ASD --RESPONSIBLE_FOR--> Providing Australia’s major telecommunications providers with threat information. However, the specific type of threat information is not mentioned in the provided facts. The facts only mention that ASD is responsible for providing threat information to major telecommunications providers, but do not specify what kind of information this is.",14.117953538894653
graph_llama,Q32,What key finding regarding cyber insurance uptake was revealed by the Cyber Wardens research?,Fewer than 1 in 4 (24%) small businesses have specialized cyber insurance protection despite a 23% increase in reported cyber attacks in the past 12 months.,Fewer than 1 in 4 Australian small businesses have access to specialised cyber insurance protection. This indicates a significant gap in cyber insurance uptake among small businesses in Australia. The exact percentage is 24%. The research does not provide further context or explanation for this finding.,14.0355224609375
graph_llama,Q33,What legal advice must be sought before allowing privately-owned mobile devices to access systems or data?,Legal advice must be sought prior to allowing privately-owned mobile devices and desktop computers to access systems or data.,"Small businesses REQUIRES consulting with a legal professional for legal obligations. Therefore, small businesses must seek legal advice before allowing privately-owned mobile devices to access systems or data. This is because consulting with a legal professional is a requirement for small businesses. The legal professional can provide guidance on the legal implications of such access.",14.05566120147705
graph_llama,Q34,How does the implementation of threat-blocking technology protect Australian citizens and businesses?,Supporting the roll-out of threat-blocking technology will prevent known malicious cyber threats from reaching Australian consumers and businesses.,"I do not have enough information from the knowledge graph to answer this question. Australian Government entities --REQUIRES--> Implementation of ASD’s Essential Eight strategies. Cybersecurity frameworks (NIST CSF, Essential Eight, ISO 27001) --MITIGATES--> SMBs not knowing where to start in the implementation of cybersecurity. SMBs that outsource --RELATED_TO--> Low implementation of Essential Eight Mitigation Strategies.",14.033387660980225
graph_llama,Q35,What are the functions covered by the NIST CSF Respond function as related to the WA SMB study?,"The NIST CSF Respond function covers response planning, communications, analysis, mitigation, and improvements [1-s2.0-S0167404824003316-main.pdf].","I do not have enough information from the knowledge graph to answer this question. The ASD Essential Eight is related to NIST CSF and ISO 27001. SMBs are responsible for adopting cybersecurity frameworks, which include the ASD Essential Eight. The ASD Essential Eight is a set of strategies for improving cybersecurity.",14.032626867294312
graph_llama,Q36,"According to the ISM, what must happen before intrusion activity is allowed to continue on a compromised system for the purpose of collecting data or evidence?",Legal advice must be sought before allowing intrusion activity to continue on a system for the purpose of collecting further data or evidence.,"Australian Small Businesses must implement Multi-factor authentication (MFA) to prevent cyber criminals accessing online accounts and applications. This is a recommended basic security measure by the Australian Cyber Security Centre (ACSC). MFA is a requirement for Australian Small Businesses to prevent cyber threats. By implementing MFA, Australian Small Businesses can mitigate cyber criminals accessing online accounts and applications.",14.565269708633423
graph_llama,Q37,What benefit does the existence of a documented Cyber Security Incident Response Plan provide to an organization?,"A documented Cyber Security Incident Response Plan is necessary for an organization to respond swiftly, efficiently, and effectively to any incident, thereby minimizing the impact.","I do not have enough information from the knowledge graph to answer this question. Cyber security threats --LEADS_TO--> Threatening SMEs' existence, profitability, and critical contributions to the economy. The relationship between cyber security threats and SMEs' existence, profitability, and critical contributions to the economy is established, but the benefit of a documented Cyber Security Incident Response Plan is not specified. Therefore, I do not have enough information to answer this question.",14.040040493011475
graph_llama,Q38,What did the Western Australia study find regarding surveyed SMBs' use of IT professionals?,"It is encouraging that 66% of surveyed SMBs utilized skilled IT professionals either internally or through service providers, despite financial challenges.",I do not have enough information from the knowledge graph to answer this question. SMBs (Western Australia) --LOCATED_IN--> Western Australia (WA). I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question.,14.016282558441162
graph_llama,Q39,What is the highest risk associated with using Microsoft Office macros?,"Malicious actors can create macros to perform a variety of malicious activities, such as assisting to compromise workstations in order to exfiltrate or deny access to data.","I do not have enough information from the knowledge graph to answer this question. Cyber risk --APPLIES_TO--> Operational risk. Malware, Phishing, and Ransomware --RELATED_TO--> Most commonly understood cyber security risks (by SMBs). Phishing --RELATED_TO--> Malware/Ransomware (common understood risks).",14.077293395996094
graph_llama,Q40,What kind of IT equipment configuration conflicts should prioritize the most restrictive guidance?,"In situations where ASD (Australian Signals Directorate) and vendor hardening guidance conflicts regarding IT equipment, precedence should be given to implementing the most restrictive guidance.","Centralising data requires secure configurations and restricted access. Micro, small, and medium enterprises, which include Australian small businesses, are related to similar kinds of cybersecurity threats and vulnerabilities in the cloud context. Therefore, when prioritising the most restrictive guidance for IT equipment configuration conflicts, Australian small businesses should focus on secure configurations and restricted access to centralised data. This is crucial for mitigating potential cybersecurity threats and vulnerabilities.",14.029742002487183
graph_llama,Q41,What is the objective of the Australian Government’s commitment to develop the Digital ID program?,The Digital ID program is being developed to reduce the need for people to share sensitive personal information with government and businesses to access services online.,"I do not have enough information from the knowledge graph to answer this question. The knowledge graph does not mention the Digital ID program. It only contains information about ASD’s Essential Eight, Cyber Incident Review Board, Ransomware business model, Foreign owned suppliers operating in Australia, Cyber Incident Management Arrangements, and National Cyber Security Coordinator. Therefore, I cannot provide a response to the question.",14.052094221115112
graph_llama,Q42,Why is keeping a directory of support and vendor contacts important for SMBs?,"Maintaining a directory of support and vendor contacts is essential for timely and efficient incident response, allowing SMBs to access necessary expertise and resources when needed.",I do not have enough information from the knowledge graph to answer this question. Australian SMEs --REQUIRES--> Investment in dedicated IT support or outsourcing. Australian Government --RESPONSIBLE_FOR--> Supporting safe and responsible use of AI. Australian SMEs --REQUIRES--> Investment in dedicated IT support or outsourcing.,14.020870923995972
graph_llama,Q43,What steps should be taken immediately if malicious code is detected on a system?,"Infected systems and media should be isolated immediately to prevent the infection from spreading, followed by using antivirus applications to potentially remove the infection, or restoring from a known good backup or rebuild if removal is unreliable.","I do not have enough information from the knowledge graph to answer this question. Small businesses are intimidated by technical jargon and overwhelmed by steps to take. Employees and owners (SMEs) are the main actors within the critical steps in recognizing, responding to and recovering from cyber-attack. However, the specific steps to take immediately if malicious code is detected on a system are not mentioned in the knowledge graph.",14.045878171920776
graph_llama,Q44,What governance role do SME directors play regarding cyber security risk?,"SME directors have a key role in setting a tone from the top to build a culture of cyber resilience, and their duties are relevant to the oversight of cyber security risks.","I do not have enough information from the knowledge graph to answer this question. Cyber supply chain risk management activities --REQUIRES--> Identifying jurisdictional, governance, privacy and security risks. User access --REQUIRES--> Only what they need for their role. These facts do not provide information about the governance role of SME directors regarding cyber security risk.",14.077841520309448
graph_llama,Q45,What is the ASD’s Essential Eight (E8) and what is its goal?,The Essential Eight is the Australian Signals Directorate’s (ASD) prioritized list of mitigation strategies to assist businesses in protecting their systems against a range of adversaries.,The ASD’s Essential Eight (E8) is a maturity model related to ASD’s ACSC Small Business Cyber Security Guide. It is a baseline recommendation by ASD. The goal of the E8 is to be implemented by Australian Government entities and to be adopted by small businesses as part of adopting cybersecurity frameworks. The E8 is also required for a digital ID system.,14.077849864959717
graph_llama,Q46,"What is the primary difference between a password and a passphrase, as defined in the ISM context?","A password is a sequence of characters used for authentication, while a passphrase is a sequence of words used for authentication.","I do not have enough information from the knowledge graph to answer this question. Australian Small Businesses (SMBs) --REQUIRES--> Multi-factor authentication (MFA), which --MITIGATES--> Cyber criminals accessing online accounts and applications. SMBs are especially vulnerable to cyber security threats and lack time, resources, and expertise. They should consult with an IT professional and read ACSC resources on website security.",14.624253988265991
graph_llama,Q47,What is the objective of hardening operating systems?,Hardening operating systems aims to configure them in an approved secure state to minimize the security risk of malicious actors gaining an initial foothold on networks.,"Hardening operating systems is not mentioned in the facts. I do not have enough information from the knowledge graph to answer this question. Ransomware requires automatically updating operating systems, software and apps. This is the only information provided about operating systems.",14.05189061164856
graph_llama,Q48,What must event logs produced by software ensure regarding sensitive data?,Event logs produced by software must ensure that any sensitive data within them is protected.,"I do not have enough information from the knowledge graph to answer this question. Micro sized enterprises have higher levels of data leakage prevention compared to small and medium enterprises. However, this does not provide information about what event logs must ensure regarding sensitive data. The knowledge graph does not contain any information about event logs or their requirements.",14.2860267162323
graph_llama,Q49,What is the ACSC’s recommendation for small businesses regarding implementing the Essential Eight?,The ACSC recommends that small businesses implement Maturity Level One of the Essential Eight after completing the basic guidance provided in the small business cyber security guide.,I do not have enough information from the knowledge graph to answer this question. Small businesses --REQUIRES--> Reading ACSC resources on website security. ASD --RESPONSIBLE_FOR--> ASD Essential Eight (baseline recommendation). ASD --RELATED_TO--> Australian Cyber Security Centre (ACSC).,14.055627346038818
graph_llama,Q50,"What factor causes the vast majority of cyber attacks in Australia, according to research cited?",Research suggests the vast majority of cyber attacks in Australia involve human error.,Human error is the cause of the vast majority of cyber attacks in Australia. This is according to research cited. The specific details of the research are not provided. Human error is the primary factor.,14.045467138290405
graph_llama,Q51,What two types of data bases are constructed using RAG retrieval for the PNCD framework?,The construction of authoritative knowledge base and adversarial noise base are constructed by RAG retrieval.,I do not have enough information from the knowledge graph to answer this question. Australian Small Businesses --REQUIRES--> Data backups. Data breaches --RELATED_TO--> Cybercriminals targeting business data. Ransomware --REQUIRES--> Regularly backup important data.,14.085476398468018
graph_llama,Q52,What key finding about cyber risk perception among WA SMBs did the study report regarding internal versus external threats?,"SMBs were over-estimating the risk of unauthorized access by internal users while underestimating the risks of brute force attacks, payment redirection fraud, and accidental disclosure [1-s2.0-S0167404824003316-main.pdf].",I do not have enough information from the knowledge graph to answer this question. Australian SMBs --RELATED_TO--> Knowledge of cyber security risks is low. Cyber risk --APPLIES_TO--> Operational risk. Cyber risk --RELATED_TO--> Operational risk.,14.118825197219849
graph_llama,Q53,What is a major challenge regarding SMEs' adoption of cloud computing services in Australia?,Security challenges are one of the critical factors that discourages SMEs to adopt cloud computing in Australia [paper_84.pdf].,I do not have enough information from the knowledge graph to answer this question. Human error causes the vast majority of cyber attacks in Australia. ASD provides threat information to major telecommunications providers. ‘No-fault’ and ‘no-liability’ protection principles have a major impact on businesses’ confidence to report ransomware incidents.,14.039141654968262
graph_llama,Q54,What must software developers ensure about the authoritative source for software they use in their development environment?,"They must ensure they are using a secure authoritative source for software to reduce security risks related to unauthorized access to source code, source code tampering, and other possible cyber supply chain attacks.","I do not have enough information from the knowledge graph to answer this question. Australian Small Businesses --REQUIRES--> Software updating. SME Director --REQUIRES--> Being vigilant in updating computer systems, software, hardware, services, and applications. Ransomware --REQUIRES--> Automatically update operating systems, software and apps.",14.031230688095093
graph_llama,Q55,What are the core components of the risk management framework used by the ISM?,"The risk management framework used by the Information security manual has six steps: define the system, select controls, implement controls, assess controls, authorize the system, and monitor the system.","I do not have enough information from the knowledge graph to answer this question. Australian SMBs --RELATED_TO--> Knowledge of cyber security risks is low, and SME Director --RESPONSIBLE_FOR--> Oversight of cyber security risks. Cyber risk --APPLIES_TO--> Operational risk, and Cyber risk --RELATED_TO--> Operational risk. Cyber risk management activities --REQUIRES--> Identifying jurisdictional, governance, privacy and security risks.",14.113680362701416
graph_llama,Q56,"What is the ACSC’s advice regarding using unauthorized online services, such as messaging apps or social media, to send and receive files?",Personnel are advised not to send or receive files via unauthorized online services because doing so often bypasses controls put in place to detect and quarantine malicious code.,"I do not have enough information from the knowledge graph to answer this question. The ACSC is responsible for providing assistance and advice via a hotline and prioritising technical advice, but there is no information about their advice on using unauthorized online services. The ACSC does provide detailed advice on backups and recommends reading resources on website security for small businesses. However, there is no specific information about their stance on using unauthorized online services for file transfer.",14.080705165863037
graph_llama,Q57,What is the implication of SMBs relying on Google search for cybersecurity information?,The reliance on Google search emphasizes the need for search engine optimization by authoritative bodies like the Australian Cybersecurity Centre (ACSC) to ensure reliable information appears at the top of search results.,"Plain language advice/explanations of technical terms --CAUSES--> Improved comprehension and retention for SMBs. However, I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question. I do not have enough information from the knowledge graph to answer this question.",14.120107412338257
graph_llama,Q58,What is the function of the Expert LLMs within the PNCD framework?,Expert LLMs are auxiliary models built with RAG technology based on authoritative domain data designed to enhance the weight of correct knowledge.,"I do not have enough information from the knowledge graph to answer this question. Australian Small Businesses face challenges due to lack of time, resources and expertise. The Cyber Health-Check Program mitigates the lack of expertise/resources. Australian SMEs lack dedicated cybersecurity resources (funds, time, expertise).",14.05805492401123
graph_llama,Q59,What is the primary concern cited by Queensland’s SMEs that is exacerbated by increasingly hot conditions under climate change?,"Queensland’s SMEs cite electricity costs as a primary concern, with this being exacerbated by increasingly hot conditions under climate change.",I do not have enough information from the knowledge graph to answer this question. Phishing/targeted malicious emails --RELATED_TO--> Top concern of SMBs. Non-employing SMBs (Sole traders) --RELATED_TO--> Diminished perceived need to prioritise cybersecurity concerns. LLMs --RELATED_TO--> Concerns regarding data privacy and ethics.,14.045424222946167
